"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"P50247","Adenosylhomocysteinase","Ahcy",1133577.65719403,1183173.31224101,1052632.43671537,1181780.67379036,1146479.90296824,1160125.66373324,1095814.30820971,1234897.34441969,1266942.80413326,1141590.88841662,1502162.21598653,1199223.23020719,1291050.43744916,1112804.64273164,1558977.22568112,1118270.07359288
"P50285","Dimethylaniline monooxygenase [N-oxide-forming] 1","Fmo1",9634.64651382436,8878.82439188732,9561.0846134393,9513.01941283,9507.46043913365,8430.58212938917,10851.5040973371,10828.8862394484,32986.3765834267,9849.32008945072,49513.7960193187,8631.07044100685,40118.0805328766,9388.79606401123,54887.5440884762,10007.8828274629
"P50295","Arylamine N-acetyltransferase 2","Nat2",43884.6831472027,43495.4567557544,39538.0178859271,32028.9899160817,44965.4713421587,43773.6812679267,38237.9752205165,31691.3959870403,38153.4641054599,38800.9714092978,35826.3632901778,37337.4955418237,36949.7359098823,40018.5378452019,38624.9405536954,41950.2800474263
"P50396","Rab GDP dissociation inhibitor alpha","Gdi1",984015.65509831,996302.22459462,930273.118951297,768188.980152539,1030810.77111679,1029029.42973788,926327.440301801,792268.208866702,706828.537017847,845191.266212544,679213.031688213,869688.169904123,736813.921928739,885930.653808567,690421.440976601,889929.784329997
"P50427","Steryl-sulfatase","Sts",168433.146696815,173999.86477279,253601.327268614,135337.018087452,173910.347068841,172375.596912731,240707.88615549,136352.784812749,141896.934153919,241828.834716595,125862.125460412,242777.669757181,142199.344486176,248474.356338314,121934.326070304,245823.217496179
"P50428","Arylsulfatase A","Arsa",103696.394174207,105075.046069457,133010.898602484,105039.694336613,114376.890769047,112212.210088141,136902.733675686,107593.407660225,135504.065652042,138982.578498001,167228.849849562,138359.952668447,150560.650704959,148362.263853713,185144.260032022,154309.648194948
"P50429","Arylsulfatase B","Arsb",129065.539260198,128795.975431411,166820.584279889,150981.94373336,137691.450157855,137273.151112405,176260.418236182,165305.775353207,192759.42084111,257886.58282991,247025.711472931,262521.168621105,206470.934088185,259362.203874731,276987.238065181,267517.544453292
"P50431","Serine hydroxymethyltransferase, cytosolic","Shmt1",38628.0330990714,42767.5047113514,39113.4845024212,53664.8286218274,39175.689093938,39869.4842617118,42471.9378746913,53282.6269035295,52624.4437349344,51745.9868114163,69809.5287094429,56973.2083752049,53587.5925099224,49722.0470545895,64782.8907909318,48609.7885931898
"P50516","V-type proton ATPase catalytic subunit A","Atp6v1a",900371.760993577,895612.928541354,971741.616344653,993578.947270369,909177.44965425,908060.342350358,989175.323449709,968200.466143867,930471.69936996,892504.121926788,931612.69765467,826532.301521246,966121.316509681,883476.06660229,984073.573325722,872509.339757293
"P50518","V-type proton ATPase subunit E 1","Atp6v1e1",251902.509984428,254924.94071784,263143.766834805,278443.928683187,256044.467334296,254741.628625968,270448.314127446,273228.548317044,270546.194999432,253209.816933777,275667.224857374,255442.528346008,265800.020355857,249543.855049621,285737.061859404,254420.969193468
"P50543","Protein S100-A11","S100a11",3044471.94113601,3090768.42357236,2352431.26900792,2319297.14262826,2830188.70348091,2995001.90959351,2288689.84051116,2213535.12998206,2342182.04183605,2329267.93985341,2363169.56981277,2228579.82189484,2250410.33321245,2296091.00381496,2452867.27031396,2365756.35728746
"P50544","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Acadvl",822051.056811002,863441.313410835,872549.964982265,797207.793850595,835573.927862839,810696.284846862,837116.030366004,772228.110494924,802853.54634733,738247.515647793,852833.852911678,768690.586476856,784201.005920382,743441.866484161,807538.335325718,721748.7634839
"P50580","Proliferation-associated protein 2G4","Pa2g4",1300799.99634708,1340462.49025999,1341391.6300009,1797694.48046865,1311127.68283804,1344683.8112165,1410201.8336503,1780019.17630941,1655794.18629904,1490687.18427001,1835366.97183288,1501749.59862606,1566744.98760151,1383861.20136771,1783556.03639952,1443747.46161016
"P51125","Calpastatin","Cast",924980.606207489,880332.377662381,1138590.88531262,1061815.21571254,921196.19538569,891595.700190888,1133236.69267641,1057362.76944928,1070949.82915959,1146105.79902673,944563.047007923,1131235.11863378,1076303.9052925,1133668.633985,931866.291353523,1125393.21090023
"P51150","Ras-related protein Rab-7a","Rab7a",931001.919398127,926483.248866834,1126256.46944049,1071908.71612925,943878.189209685,936075.92657099,1103022.31366108,1071193.88675973,1103285.37048521,1017217.87915699,939981.971046228,1046457.25999499,1100683.11249077,1029962.32451978,920481.463152303,1004524.81785346
"P51163","Uroporphyrinogen-III synthase","Uros",40600.2313325268,41830.8301338629,36210.5940692594,37323.8720096834,44893.1781347515,42577.9071917155,36016.3297046831,36757.6129713103,31449.6134842013,32842.9931438058,31513.4956219668,32359.6464581791,30647.3299240163,32939.6836699554,28403.7383444204,33273.798937793
"P51174","Long-chain specific acyl-CoA dehydrogenase, mitochondrial","Acadl",452045.724516723,446666.220802895,553633.60296751,477780.047850372,449898.702996586,437704.69699235,532572.863055569,484890.264712353,503296.101643251,585669.093123877,537336.717609569,620743.895514903,495221.692470541,564905.712758995,523852.956287029,603817.102484895
"P51175","Protoporphyrinogen oxidase","Ppox",103753.116689771,104698.830145624,108934.883745101,101340.846996404,108213.894837587,109535.902845054,109008.739976889,101964.154042078,108241.574815005,111049.763610171,123375.815002569,113361.884815541,108782.688994481,113051.273614836,120063.674086712,115422.317189681
"P51410","60S ribosomal protein L9","Rpl9",617391.857385729,677781.331820616,544311.079343226,740190.03055909,593626.635972939,663595.733537843,574349.672733307,756883.693140854,601746.276572156,657379.503531243,687259.280492728,746698.090629482,573178.016738144,625051.865695672,654476.762539182,640107.61255601
"P51432","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3","Plcb3",301818.323680732,303472.255820682,303837.777650143,326177.774403901,281310.943323097,285915.255393442,314130.801958764,334517.200083702,369837.75391181,370478.23100693,380170.573077575,393895.75738704,369983.038617226,370055.320494964,377700.727117311,372740.028888136
"P51480","Cyclin-dependent kinase inhibitor 2A","Cdkn2a",25037.5365334629,24814.7900446053,27577.4591150374,28004.2066249167,26810.8396320365,26628.1865458158,28467.671940885,27658.8964590379,28579.8341915523,25663.4334038049,28367.431916649,26758.9184864916,30892.0743087802,24578.3076794288,27736.9414276882,25000.962275576
"P51569","Alpha-galactosidase A","Gla",142220.799600614,141776.713214349,188257.607834398,146334.727916497,147586.58292171,151757.32591199,190804.790879838,152987.958086379,175585.288943165,179352.694311793,233605.508174889,185195.055747751,196985.898787607,190958.118265506,257164.361400336,195061.491632243
"P51655","Glypican-4;Secreted glypican-4","Gpc4",1995432.64848445,1898988.52786831,2287508.25833213,1671841.14714774,2209461.15138122,2038703.80549375,2145023.43048727,1670527.46727094,1502612.80813149,1563947.99794349,1132935.324373,1452105.8403278,1525414.61289818,1623008.12632217,1135063.34875409,1366892.55908353
"P51660","Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2","Hsd17b4",695810.735152934,694994.498746676,920539.448131275,804241.701953493,725516.55623637,715601.735885504,924935.209111879,788740.88450032,801294.51131913,807555.65286261,830838.815121233,788040.251767642,814122.673505137,796837.904603575,838172.775874229,812624.999447106
"P51807","Dynein light chain Tctex-type 1","Dynlt1",113150.510374073,115308.892244135,89809.8460494151,144757.618476386,117774.671517184,131385.275177614,101386.027362563,145944.436559819,114205.502462563,119202.158806162,119225.438490264,129073.771575493,115963.127364597,119573.46247723,123412.744573466,120166.076701731
"P51830","Adenylate cyclase type 9","Adcy9",1449.36930115786,1696.83688934295,1107.22895968425,699.795018734732,784.932522836845,1165.05012133215,800.46380911287,966.475757332196,928.491952211201,852.721796362236,1099.75188952226,950.392970394486,1220.67456941942,1072.91762203193,1285.31894356523,972.508217625389
"P51855","Glutathione synthetase","Gss",531337.256369527,528660.677627334,529490.657171287,511856.125819718,513028.746364885,503520.444714339,517347.185787058,482998.639657827,489652.482930858,411691.698047894,466584.544423392,381469.271750376,478556.218799847,403095.817568034,466747.78444381,392397.38850999
"P51859","Hepatoma-derived growth factor","Hdgf",582365.70402497,582026.648740914,581161.341956552,677210.793583963,604786.899866418,588637.720273469,611307.980136703,701703.877579696,705516.967867139,753385.244240558,865882.088503429,798103.735965475,750536.749105579,753628.403390213,897440.260494182,771235.822671784
"P51863","V-type proton ATPase subunit d 1","Atp6v0d1",365347.541112391,361605.346517078,423739.773802479,399471.307117359,356902.528318205,359342.42091477,415921.662504213,396273.19451089,413944.422143469,368058.920415852,443258.253789378,379873.209375025,412341.911124226,368416.006896486,436334.603807337,376076.656363683
"P51881","ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed","Slc25a5",3185187.41243896,3348708.24532366,4286448.55463257,3967902.21069169,3140416.92976687,3550603.29325831,4173830.11554628,3957279.61406938,3932150.30472222,3691322.76523161,3919364.98945005,3950668.94065058,3789443.01888154,3602369.71669854,3723200.883473,3584312.70612851
"P51912","Neutral amino acid transporter B(0)","Slc1a5",135228.658739746,143838.170331243,192177.848537943,155692.243927827,146700.991130972,145334.188528582,178373.449971242,164148.545908085,167616.887687922,220225.413382183,185788.080668736,231470.500591542,175425.537421635,224743.757883339,192445.83712927,230714.668365332
"P51949","CDK-activating kinase assembly factor MAT1","Mnat1",30428.3571472551,29455.6453790117,31365.7502534389,35585.8974066803,28000.0628938842,28772.4439089769,33248.6530909583,42760.7407178811,39706.7249298514,37417.5346487661,44352.2546633322,35721.7414878154,35247.9529699091,34344.0582072613,43351.8568563219,41797.8199155848
"P51954","Serine/threonine-protein kinase Nek1","Nek1",11617.2075145462,11236.1013599832,12604.0519400327,10578.1987179759,9845.43118376211,11954.5291934198,12777.9176090664,11911.6742404152,12699.1239466317,11295.7952245387,13217.5787843517,11047.0317265391,12717.1848799116,12180.8890111518,12647.015426708,13820.1360494649
"P52019","Squalene monooxygenase","Sqle",91436.6950891382,102967.206167433,105932.553059947,93125.1582197155,92779.2950561593,100770.461362496,106925.330182041,96992.5183105347,78187.6688798591,96159.0772960732,93530.3008846036,104624.997916702,81498.9278136013,99314.3516425614,82740.1441065478,103194.264812068
"P52196","Thiosulfate sulfurtransferase","Tst",11969.5416016071,12487.5344193646,15064.2420205746,14080.4330813172,11723.247246163,13498.2232112323,14397.2503406071,13753.2268670278,15272.7690725486,14313.9703739008,20653.017460641,15053.770131155,16185.5080289784,12448.2636889785,20618.4066213074,13965.0981420355
"P52293","Importin subunit alpha-1","Kpna2",259036.457134206,256200.467308918,223568.45885438,297905.459174165,260888.112230576,248243.554639753,240224.061132042,303450.040364655,181458.479102308,185119.853713764,164302.051318479,187723.881848957,180625.165206891,185172.305564995,162927.753409677,178153.413076383
"P52332","Tyrosine-protein kinase JAK1","Jak1",317711.536214717,334149.314541453,309966.739335442,244304.766336236,314231.462646131,332236.781156788,288478.201735942,260554.660451717,252769.896132923,261864.815386365,238901.153677617,249327.743920961,256048.337476548,258213.807717508,244562.603682909,253933.59664086
"P52431","DNA polymerase delta catalytic subunit","Pold1",11257.2377042363,12604.65019689,11503.5160742325,14387.4437189923,11150.3235774613,11656.9238279886,11591.0652046078,14910.4563121498,13342.5352281109,13527.6944318005,17620.5017919806,13403.814740532,15438.8948085312,12889.2127478205,16594.4934028375,14739.8955333609
"P52432","DNA-directed RNA polymerases I and III subunit RPAC1","Polr1c",34455.6557522978,36847.2575537729,35246.7885499488,45584.7712569885,35442.648596451,35709.4322830577,37895.3481120746,45008.4363709066,38831.520609788,35931.0216271356,42209.5249026163,35176.5929102603,38377.2527688749,34025.8385087331,43314.6449620246,36225.5270641006
"P52479","Ubiquitin carboxyl-terminal hydrolase 10","Usp10",134585.076351616,142871.862307699,143595.548502056,174270.593132343,135911.229925454,142272.493042491,150864.54149519,176900.324216834,141319.513773104,144553.807816891,163567.904529746,145179.491908585,143551.628635455,145539.488566493,166538.312883386,150685.595880683
"P52480","Pyruvate kinase PKM","Pkm",10643325.5550169,10991431.6651364,9082241.55384528,9154174.03418433,10374075.2629269,10667011.3049157,9020868.19229041,8983216.11188418,8619236.51304673,8482835.54045506,7485262.77168472,8438817.06822143,8426539.64429365,8094527.29567265,7372681.98716248,7940298.62055295
"P52480","Pyruvate kinase PKM","Pkm",196423.526492426,210152.66896031,155796.102496505,141067.182386524,188965.407511381,205262.06031578,159079.692913738,131456.814083387,147398.925496825,136384.375222372,95772.8746085871,129819.982556177,145580.054859374,142339.758815453,98688.960856984,131690.563061092
"P52482","Ubiquitin-conjugating enzyme E2 E1;Ubiquitin-conjugating enzyme E2 E3","Ube2e1;UBE2E3;Ube2e3",26846.1121258683,25688.3324978889,26182.4271183367,31578.9880225032,25360.4571584305,24656.2833691095,27553.3413863687,34953.8928457883,25255.5425705763,27191.6880518307,29326.717053927,33842.7407822881,27836.1025939655,25953.7531532322,31212.733500428,27867.7126234802
"P52503","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial","Ndufs6",202521.196915554,196843.386449366,203986.378462037,186214.568625455,204887.986442807,202489.406011943,205694.752825957,187615.823790417,225301.18373131,206024.741708498,256168.286148621,195331.088235372,232326.226097291,210752.610807558,264043.533210967,207233.308715324
"P52592","Sphingosine 1-phosphate receptor 2","S1pr2",4188.52150061982,5412.99961411015,5259.33755850021,4647.95200662064,3881.78385997581,4644.14264187006,4157.34047240317,3726.27886762515,5347.40773865432,5534.76945241953,5452.65493368684,6337.19685466816,4965.6443489215,5035.5858248966,4498.4149606727,5970.68842733412
